GEO_ID,County_Area,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races
0500000US31029,"Chase County, Nebraska",17.9,77.8,0.4,0.0,1.7,2.2
0500000US31031,"Cherry County, Nebraska",3.5,83.8,1.0,5.2,1.7,3.9
0500000US31033,"Cheyenne County, Nebraska",8.7,86.9,0.8,0.2,1.3,1.6
0500000US31035,"Clay County, Nebraska",9.7,87.1,0.7,0.2,0.0,2.1
0500000US31037,"Colfax County, Nebraska",47.8,44.7,3.5,2.1,0.2,1.6
0500000US31039,"Cuming County, Nebraska",12.4,85.1,0.4,0.5,0.3,1.2
0500000US31041,"Custer County, Nebraska",4.0,91.6,0.5,0.4,0.1,2.7
0500000US31043,"Dakota County, Nebraska",41.6,42.3,8.7,2.0,3.0,2.3
0500000US31045,"Dawes County, Nebraska",5.0,85.8,0.5,2.8,1.1,4.8
0500000US31047,"Dawson County, Nebraska",37.4,52.8,6.4,0.2,0.8,2.0
0500000US31049,"Deuel County, Nebraska",9.9,85.7,0.0,0.9,0.4,2.9
0500000US31051,"Dixon County, Nebraska",15.8,80.9,0.0,0.5,0.1,2.5
0500000US31053,"Dodge County, Nebraska",18.0,77.5,0.5,0.1,0.5,2.7
0500000US31055,"Douglas County, Nebraska",14.5,65.8,10.2,0.2,4.4,4.5
0500000US31057,"Dundy County, Nebraska",3.3,92.5,0.6,0.0,0.0,3.6
0500000US31059,"Fillmore County, Nebraska",3.8,92.5,0.6,0.3,0.1,2.5
0500000US31061,"Franklin County, Nebraska",3.5,92.7,0.1,0.5,0.0,3.1
0500000US31063,"Frontier County, Nebraska",4.9,91.1,0.1,0.2,0.4,3.3
0500000US31065,"Furnas County, Nebraska",5.1,91.4,0.4,1.0,0.2,2.0
0500000US31067,"Gage County, Nebraska",3.4,92.5,0.5,0.3,0.7,2.5
0500000US31069,"Garden County, Nebraska",4.3,93.4,0.1,0.5,0.5,0.9
0500000US31071,"Garfield County, Nebraska",1.7,96.7,0.2,0.1,0.0,1.2
0500000US31073,"Gosper County, Nebraska",7.4,89.8,0.0,0.3,0.6,1.9
0500000US31075,"Grant County, Nebraska",0.2,96.0,0.2,1.0,0.8,1.9
0500000US31077,"Greeley County, Nebraska",3.1,91.9,0.6,0.4,0.0,4.0
0500000US31079,"Hall County, Nebraska",32.4,60.5,3.3,0.2,1.0,2.3
0500000US31081,"Hamilton County, Nebraska",4.3,91.9,0.2,0.1,0.5,3.0
0500000US31083,"Harlan County, Nebraska",1.8,94.1,0.1,0.0,1.2,2.8
0500000US31085,"Hayes County, Nebraska",4.9,93.6,0.0,0.2,0.0,1.3
0500000US31087,"Hitchcock County, Nebraska",4.2,91.9,0.0,0.3,0.7,2.6
0500000US31089,"Holt County, Nebraska",5.7,90.9,0.4,0.2,0.2,2.0
0500000US31091,"Hooker County, Nebraska",0.0,88.9,1.5,0.2,0.0,8.3
0500000US31093,"Howard County, Nebraska",3.2,91.1,0.6,0.0,0.1,4.9
0500000US31095,"Jefferson County, Nebraska",5.9,90.5,0.3,0.2,0.0,3.1
0500000US31097,"Johnson County, Nebraska",11.9,77.6,4.7,2.4,0.8,2.6
0500000US31099,"Kearney County, Nebraska",6.8,90.8,0.0,0.2,0.5,1.5
0500000US31101,"Keith County, Nebraska",9.1,85.4,1.1,0.1,0.7,3.6
0500000US31103,"Keya Paha County, Nebraska",4.6,93.1,0.1,0.0,0.0,0.2
0500000US31105,"Kimball County, Nebraska",9.9,82.3,1.7,1.6,0.7,3.9
0500000US31107,"Knox County, Nebraska",2.9,84.5,0.7,8.8,0.4,2.5
0500000US31109,"Lancaster County, Nebraska",8.5,77.9,3.7,0.3,4.1,5.2
0500000US31111,"Lincoln County, Nebraska",9.3,86.0,0.8,0.6,0.7,2.3
0500000US31113,"Logan County, Nebraska",1.9,88.6,1.7,0.6,0.0,6.3
0500000US31115,"Loup County, Nebraska",8.5,87.5,0.0,0.7,0.0,3.3
0500000US31117,"McPherson County, Nebraska",0.8,92.4,0.0,0.0,0.0,6.7
0500000US31119,"Madison County, Nebraska",16.3,77.2,0.8,0.9,1.3,3.3
0500000US31121,"Merrick County, Nebraska",5.6,90.5,0.0,0.0,0.7,3.1
0500000US31123,"Morrill County, Nebraska",14.7,80.5,0.1,0.4,0.3,2.7
0500000US31125,"Nance County, Nebraska",2.6,94.1,0.2,0.5,0.2,2.2
0500000US31127,"Nemaha County, Nebraska",3.3,89.3,1.1,0.8,0.1,5.4
0500000US31129,"Nuckolls County, Nebraska",3.6,92.6,0.1,0.4,0.0,3.3
0500000US31131,"Otoe County, Nebraska",9.0,85.5,1.0,0.2,0.2,4.0
0500000US31133,"Pawnee County, Nebraska",1.9,93.9,0.1,0.0,0.0,4.1
0500000US31135,"Perkins County, Nebraska",5.6,90.1,0.0,0.1,0.6,3.5
0500000US31137,"Phelps County, Nebraska",6.9,89.5,0.9,0.3,0.0,2.3
0500000US31139,"Pierce County, Nebraska",2.7,93.6,0.4,0.4,0.2,2.4
0500000US31141,"Platte County, Nebraska",23.7,72.7,0.7,0.2,0.2,2.4
0500000US31143,"Polk County, Nebraska",6.3,90.1,0.2,0.1,0.2,2.9
0500000US31145,"Red Willow County, Nebraska",6.3,88.8,1.0,0.2,0.3,3.4
0500000US31147,"Richardson County, Nebraska",2.4,90.4,0.2,1.6,0.1,5.2
0500000US31149,"Rock County, Nebraska",0.8,98.6,0.1,0.0,0.0,0.4
0500000US31151,"Saline County, Nebraska",29.5,64.8,0.4,0.1,2.4,2.7
0500000US31153,"Sarpy County, Nebraska",11.6,76.3,4.0,0.2,2.8,4.5
0500000US31155,"Saunders County, Nebraska",2.8,92.2,0.2,0.1,0.7,3.9
0500000US31157,"Scotts Bluff County, Nebraska",23.9,70.7,0.6,1.0,0.7,2.5
0500000US31159,"Seward County, Nebraska",3.0,93.7,0.8,0.1,0.5,1.6
0500000US31161,"Sheridan County, Nebraska",5.4,80.5,0.6,8.5,1.4,3.3
0500000US31163,"Sherman County, Nebraska",2.8,92.6,0.3,0.1,0.5,3.6
0500000US31165,"Sioux County, Nebraska",2.1,95.5,0.1,0.0,0.2,1.5
0500000US31167,"Stanton County, Nebraska",7.0,89.0,0.1,0.0,1.1,2.7
0500000US31169,"Thayer County, Nebraska",3.2,93.1,0.1,0.3,0.1,3.0
0500000US31171,"Thomas County, Nebraska",5.0,89.2,2.0,0.0,0.0,3.9
0500000US31173,"Thurston County, Nebraska",4.9,36.2,0.3,53.7,1.4,3.5
0500000US31175,"Valley County, Nebraska",2.9,94.7,0.0,0.7,0.1,1.1
0500000US31177,"Washington County, Nebraska",3.3,92.9,0.3,0.2,0.2,3.0
0500000US31179,"Wayne County, Nebraska",10.3,85.4,1.0,0.8,0.3,2.2
0500000US31181,"Webster County, Nebraska",5.8,88.2,0.2,0.1,0.8,3.9
0500000US31183,"Wheeler County, Nebraska",3.8,95.2,0.0,0.0,0.0,1.1
0500000US31185,"York County, Nebraska",6.2,87.9,1.3,0.4,0.5,3.3
0500000US32001,"Churchill County, Nevada",15.2,70.7,2.1,3.2,2.2,6.2
0500000US32003,"Clark County, Nevada",31.9,38.3,11.5,0.3,10.5,6.1
0500000US32005,"Douglas County, Nevada",13.0,77.2,0.3,1.1,2.3,4.5
0500000US32007,"Elko County, Nevada",26.0,61.1,0.8,3.5,1.4,5.5
0500000US32009,"Esmeralda County, Nevada",31.5,58.3,0.3,1.4,1.2,2.8
0500000US32011,"Eureka County, Nevada",5.4,80.9,0.1,3.3,2.7,7.6
0500000US32013,"Humboldt County, Nevada",27.3,63.7,0.8,2.9,1.5,3.2
0500000US32015,"Lander County, Nevada",16.8,75.0,0.2,1.8,0.4,5.7
0500000US32017,"Lincoln County, Nevada",6.6,84.6,2.8,3.0,0.0,2.9
0500000US32019,"Lyon County, Nevada",19.5,70.4,1.3,1.3,1.3,5.8
0500000US32021,"Mineral County, Nevada",17.4,57.1,3.2,15.7,0.1,6.5
0500000US32023,"Nye County, Nevada",17.1,68.9,2.9,0.9,1.9,7.8
0500000US32027,"Pershing County, Nevada",23.6,63.7,4.8,4.1,0.9,2.5
0500000US32029,"Storey County, Nevada",12.8,76.5,2.2,0.0,1.3,7.1
0500000US32031,"Washoe County, Nevada",26.1,58.5,2.3,0.7,5.6,5.5
0500000US32033,"White Pine County, Nevada",16.5,71.5,5.9,3.6,0.3,1.9
0500000US32510,"Carson City, Nevada",26.4,62.1,1.7,1.4,2.4,5.8
0500000US33001,"Belknap County, New Hampshire",2.3,92.7,0.5,0.0,1.2,2.8
0500000US33003,"Carroll County, New Hampshire",1.8,94.0,0.6,0.3,0.8,2.4
0500000US33005,"Cheshire County, New Hampshire",2.6,91.4,0.7,0.1,0.9,4.1
0500000US33007,"Coos County, New Hampshire",2.4,91.9,2.0,0.1,0.1,2.9
0500000US33009,"Grafton County, New Hampshire",2.9,87.5,1.1,0.1,3.5,4.4
0500000US33011,"Hillsborough County, New Hampshire",8.5,80.1,2.2,0.1,4.3,4.3
0500000US33013,"Merrimack County, New Hampshire",2.7,90.1,1.6,0.1,1.5,3.6
0500000US33015,"Rockingham County, New Hampshire",3.7,89.5,0.7,0.1,1.9,3.6
0500000US33017,"Strafford County, New Hampshire",3.2,87.6,1.1,0.0,2.7,4.8
0500000US33019,"Sullivan County, New Hampshire",2.1,91.4,0.7,0.0,0.3,5.1
0500000US34001,"Atlantic County, New Jersey",20.4,54.0,12.6,0.3,7.8,4.5
0500000US34003,"Bergen County, New Jersey",22.7,51.3,5.4,0.1,16.8,2.9
0500000US34005,"Burlington County, New Jersey",9.6,62.4,15.8,0.0,5.8,5.6
0500000US34007,"Camden County, New Jersey",19.2,52.5,17.8,0.0,5.9,3.8
0500000US34009,"Cape May County, New Jersey",8.3,83.9,3.4,0.0,0.7,3.3
0500000US34011,"Cumberland County, New Jersey",35.7,40.9,16.4,0.4,1.4,3.7
0500000US34013,"Essex County, New Jersey",25.2,27.3,35.4,0.1,6.0,4.6
0500000US34015,"Gloucester County, New Jersey",8.3,74.3,10.2,0.0,3.1,3.6
0500000US34017,"Hudson County, New Jersey",40.7,27.3,10.7,0.1,16.8,3.3
0500000US34019,"Hunterdon County, New Jersey",9.3,79.9,2.4,0.0,4.9,3.0
0500000US34021,"Mercer County, New Jersey",23.1,42.7,17.9,0.1,12.3,3.4
0500000US34023,"Middlesex County, New Jersey",23.6,37.5,9.7,0.1,25.4,2.9
0500000US34025,"Monmouth County, New Jersey",12.9,71.5,5.8,0.0,5.4,3.6
0500000US34027,"Morris County, New Jersey",16.0,65.8,3.0,0.0,10.7,3.7
0500000US34029,"Ocean County, New Jersey",10.9,81.1,2.9,0.0,1.9,2.7
0500000US34031,"Passaic County, New Jersey",44.3,37.9,9.7,0.1,5.4,2.0
0500000US34033,"Salem County, New Jersey",11.3,70.2,13.2,0.0,1.0,3.9
0500000US34035,"Somerset County, New Jersey",17.6,49.3,9.3,0.0,19.6,3.6
0500000US34037,"Sussex County, New Jersey",11.9,79.7,1.7,0.1,2.0,4.0
0500000US34039,"Union County, New Jersey",35.2,35.4,19.1,0.1,5.6,3.4
0500000US34041,"Warren County, New Jersey",13.0,74.6,5.6,0.1,3.0,3.5
0500000US35001,"Bernalillo County, New Mexico",49.1,37.1,2.6,4.0,2.8,3.7
0500000US35003,"Catron County, New Mexico",15.7,74.4,1.8,3.8,0.3,4.0
0500000US35005,"Chaves County, New Mexico",58.4,36.1,1.5,0.6,1.1,1.5
0500000US35006,"Cibola County, New Mexico",32.9,19.5,1.9,42.5,0.7,2.4
0500000US35007,"Colfax County, New Mexico",47.6,47.4,0.5,1.1,0.2,3.0
0500000US35009,"Curry County, New Mexico",45.9,43.0,5.0,0.4,1.4,4.1
0500000US35011,"De Baca County, New Mexico",63.6,35.3,0.1,0.0,0.0,0.1
0500000US35013,"Doña Ana County, New Mexico",67.9,26.7,1.4,0.6,1.1,2.0
0500000US35015,"Eddy County, New Mexico",51.6,42.9,1.2,0.8,0.6,2.3
0500000US35017,"Grant County, New Mexico",47.8,47.5,0.8,0.6,0.9,2.3
0500000US35019,"Guadalupe County, New Mexico",76.6,16.6,1.9,1.9,1.6,1.3
0500000US35021,"Harding County, New Mexico",36.4,47.5,1.8,0.0,0.0,2.7
0500000US35023,"Hidalgo County, New Mexico",57.0,38.1,0.0,0.0,1.0,3.4
0500000US35025,"Lea County, New Mexico",62.7,31.0,3.1,0.4,0.7,1.8
0500000US35027,"Lincoln County, New Mexico",33.0,60.2,0.8,3.2,0.5,2.2
0500000US35028,"Los Alamos County, New Mexico",18.0,69.8,0.9,0.6,4.9,5.3
0500000US35029,"Luna County, New Mexico",67.1,28.3,1.1,0.4,1.1,1.3
0500000US35031,"McKinley County, New Mexico",12.2,8.0,0.4,75.4,1.4,2.4
0500000US35033,"Mora County, New Mexico",73.5,24.7,0.0,1.3,0.0,0.4
0500000US35035,"Otero County, New Mexico",39.6,45.5,3.5,5.8,1.5,3.5
0500000US35037,"Quay County, New Mexico",44.9,47.9,0.1,0.2,0.0,6.3
0500000US35039,"Rio Arriba County, New Mexico",67.2,14.0,0.6,15.5,0.6,1.5
0500000US35041,"Roosevelt County, New Mexico",44.8,48.1,0.6,0.7,0.5,5.0
0500000US35043,"Sandoval County, New Mexico",40.0,40.9,2.1,11.0,1.3,4.0
0500000US35045,"San Juan County, New Mexico",19.8,36.2,0.6,38.4,0.8,4.0
0500000US35047,"San Miguel County, New Mexico",75.2,17.6,1.3,1.4,0.4,3.1
0500000US35049,"Santa Fe County, New Mexico",47.9,44.0,0.8,2.4,1.4,2.9
0500000US35051,"Sierra County, New Mexico",29.8,63.1,0.1,0.2,0.2,6.6
0500000US35053,"Socorro County, New Mexico",50.3,32.8,0.4,10.6,1.8,3.9
0500000US35055,"Taos County, New Mexico",50.6,40.5,0.3,5.3,0.7,2.3
0500000US35057,"Torrance County, New Mexico",43.2,48.0,1.7,2.0,0.2,3.4
0500000US35059,"Union County, New Mexico",40.1,53.3,1.1,2.1,0.0,2.8
0500000US35061,"Valencia County, New Mexico",60.8,30.5,1.0,3.7,0.7,2.6
0500000US36001,"Albany County, New York",7.3,68.0,11.5,0.0,7.5,5.0
0500000US36003,"Allegany County, New York",2.2,92.7,1.5,0.1,1.4,2.0
0500000US36005,"Bronx County, New York",55.1,8.7,28.7,0.3,4.0,2.2
0500000US36007,"Broome County, New York",5.6,79.3,5.1,0.1,5.1,4.6
0500000US36009,"Cattaraugus County, New York",2.4,87.7,1.4,2.3,0.9,4.9
0500000US36011,"Cayuga County, New York",3.6,86.9,3.3,0.1,0.7,4.9
0500000US36013,"Chautauqua County, New York",9.6,83.7,2.1,0.1,0.7,3.4
0500000US36015,"Chemung County, New York",3.8,84.0,6.4,0.1,1.5,3.8
0500000US36017,"Chenango County, New York",2.5,92.3,0.7,0.1,0.5,3.5
0500000US36019,"Clinton County, New York",3.5,88.2,2.9,0.2,1.5,3.1
0500000US36021,"Columbia County, New York",6.3,82.4,3.5,0.0,2.1,4.8
0500000US36023,"Cortland County, New York",3.6,89.2,1.7,0.0,1.4,3.6
0500000US36025,"Delaware County, New York",4.9,89.2,0.8,0.2,0.9,3.7
0500000US36027,"Dutchess County, New York",15.4,66.1,9.2,0.1,3.4,4.9
0500000US36029,"Erie County, New York",6.4,72.3,12.1,0.3,4.9,3.5
0500000US36031,"Essex County, New York",2.9,91.6,1.9,0.2,0.6,2.3
0500000US36033,"Franklin County, New York",2.9,83.4,3.4,7.0,0.7,1.9
0500000US36035,"Fulton County, New York",4.4,87.9,1.4,0.0,0.9,4.9
0500000US36037,"Genesee County, New York",4.8,87.9,2.1,0.3,0.7,3.9
0500000US36039,"Greene County, New York",6.8,82.8,4.5,0.1,1.2,4.2
0500000US36041,"Hamilton County, New York",2.1,91.5,1.5,0.0,0.3,4.1
0500000US36043,"Herkimer County, New York",2.8,90.7,1.2,0.1,0.6,4.1
0500000US36045,"Jefferson County, New York",7.5,80.2,4.3,0.1,1.9,5.5
0500000US36047,"Kings County, New York",19.0,36.1,26.6,0.1,12.1,5.0
0500000US36049,"Lewis County, New York",1.8,93.4,0.7,0.0,0.3,3.2
0500000US36051,"Livingston County, New York",4.6,88.1,1.9,0.0,1.2,3.6
0500000US36053,"Madison County, New York",2.6,89.6,1.8,0.3,1.2,4.0
0500000US36055,"Monroe County, New York",9.9,67.7,13.5,0.1,3.8,4.5
0500000US36057,"Montgomery County, New York",15.4,77.0,2.5,0.0,0.8,3.5
0500000US36059,"Nassau County, New York",18.7,54.3,10.8,0.0,12.2,3.0
0500000US36061,"New York County, New York",24.4,45.5,12.5,0.1,12.4,4.0
0500000US36063,"Niagara County, New York",4.0,82.1,6.3,0.5,1.2,5.4
0500000US36065,"Oneida County, New York",7.1,78.7,5.7,0.1,4.3,3.6
0500000US36067,"Onondaga County, New York",5.9,73.8,10.2,0.3,4.1,5.2
0500000US36069,"Ontario County, New York",5.7,86.9,2.1,0.0,1.3,3.5
0500000US36071,"Orange County, New York",23.9,57.9,10.5,0.1,2.8,4.0
0500000US36073,"Orleans County, New York",5.5,84.6,4.9,0.4,0.8,3.5
0500000US36075,"Oswego County, New York",3.3,90.8,0.9,0.1,0.8,3.6
0500000US36077,"Otsego County, New York",4.5,88.1,2.2,0.1,1.5,3.2
0500000US36079,"Putnam County, New York",20.0,70.9,2.8,0.1,2.3,3.0
0500000US36081,"Queens County, New York",28.1,23.2,16.3,0.3,25.9,3.8
0500000US36083,"Rensselaer County, New York",6.2,78.7,6.5,0.0,3.2,4.8
0500000US36085,"Richmond County, New York",19.6,55.5,8.8,0.1,12.7,2.7
0500000US36087,"Rockland County, New York",20.6,59.7,10.2,0.1,5.9,2.4
0500000US36089,"St. Lawrence County, New York",2.5,91.2,1.9,0.4,1.1,2.6
0500000US36091,"Saratoga County, New York",3.9,86.8,1.6,0.1,3.0,4.0
0500000US36093,"Schenectady County, New York",8.3,67.7,9.6,0.1,4.9,7.6
0500000US36095,"Schoharie County, New York",4.0,88.7,1.3,0.0,0.9,3.7
0500000US36097,"Schuyler County, New York",2.1,92.4,1.1,0.2,0.5,3.5
0500000US36099,"Seneca County, New York",4.4,87.3,3.5,0.1,0.6,3.5
0500000US36101,"Steuben County, New York",2.0,91.4,1.6,0.1,1.6,2.9
0500000US36103,"Suffolk County, New York",22.8,62.0,6.9,0.1,4.4,3.0
0500000US36105,"Sullivan County, New York",19.0,66.0,8.4,0.2,2.1,3.6
0500000US36107,"Tioga County, New York",2.4,92.5,1.3,0.0,0.9,2.5
0500000US36109,"Tompkins County, New York",6.6,73.7,3.6,0.1,10.1,4.7
0500000US36111,"Ulster County, New York",12.2,72.4,5.7,0.0,2.1,6.3
0500000US36113,"Warren County, New York",3.0,91.4,1.2,0.0,0.9,3.1
0500000US36115,"Washington County, New York",3.0,89.8,2.2,0.1,0.6,3.7
0500000US36117,"Wayne County, New York",5.3,86.6,2.2,0.1,0.7,4.6
0500000US36119,"Westchester County, New York",27.4,49.2,12.7,0.1,6.2,3.3
0500000US36121,"Wyoming County, New York",3.8,88.2,3.7,0.2,0.5,2.8
0500000US36123,"Yates County, New York",2.6,93.7,0.8,0.1,0.9,1.9
0500000US37001,"Alamance County, North Carolina",15.3,58.1,19.6,0.2,1.8,4.4
0500000US37003,"Alexander County, North Carolina",5.6,85.5,5.0,0.1,1.0,2.8
0500000US37005,"Alleghany County, North Carolina",11.4,83.9,1.6,0.1,0.5,2.6
0500000US37007,"Anson County, North Carolina",4.2,43.7,44.6,0.4,1.6,5.1
0500000US37009,"Ashe County, North Carolina",6.0,90.8,0.9,0.2,0.4,1.4
0500000US37011,"Avery County, North Carolina",6.1,85.7,3.8,0.1,0.4,3.3
0500000US37013,"Beaufort County, North Carolina",7.9,66.3,22.8,0.1,0.2,2.5
0500000US37015,"Bertie County, North Carolina",2.5,34.4,59.6,0.3,0.8,2.4
0500000US37017,"Bladen County, North Carolina",9.3,53.4,32.1,2.4,0.2,2.4
0500000US37019,"Brunswick County, North Carolina",5.6,80.8,8.3,0.2,0.7,4.0
0500000US37021,"Buncombe County, North Carolina",8.6,80.8,4.8,0.1,1.1,4.3
0500000US37023,"Burke County, North Carolina",8.5,79.1,6.1,0.1,3.5,2.5
0500000US37025,"Cabarrus County, North Carolina",12.7,57.3,18.7,0.1,6.2,4.4
0500000US37027,"Caldwell County, North Carolina",6.7,85.3,4.1,0.1,0.5,3.2
0500000US37029,"Camden County, North Carolina",4.2,78.1,9.4,0.1,1.2,5.6
0500000US37031,"Carteret County, North Carolina",4.9,85.3,4.1,0.2,1.0,4.1
0500000US37033,"Caswell County, North Carolina",5.1,59.9,30.5,0.0,0.4,4.0
0500000US37035,"Catawba County, North Carolina",11.5,71.9,7.7,0.1,4.3,4.3
0500000US37037,"Chatham County, North Carolina",13.6,69.5,10.0,0.1,2.2,3.8
0500000US37039,"Cherokee County, North Carolina",3.7,89.3,1.8,1.1,0.5,3.4
0500000US37041,"Chowan County, North Carolina",4.0,60.4,32.4,0.0,0.1,3.0
0500000US37043,"Clay County, North Carolina",4.1,90.2,2.2,0.4,0.6,1.8
0500000US37045,"Cleveland County, North Carolina",4.7,70.6,17.9,0.2,0.9,5.3
0500000US37047,"Columbus County, North Carolina",5.6,58.6,28.0,3.1,0.5,3.9
0500000US37049,"Craven County, North Carolina",7.8,64.5,19.5,0.2,2.9,3.9
0500000US37051,"Cumberland County, North Carolina",12.7,39.8,36.7,0.9,2.6,5.9
0500000US37053,"Currituck County, North Carolina",5.2,83.8,5.0,0.1,0.9,3.9
0500000US37055,"Dare County, North Carolina",7.4,85.4,2.5,0.0,0.4,3.3
0500000US37057,"Davidson County, North Carolina",8.9,76.0,9.1,0.1,1.5,3.8
0500000US37059,"Davie County, North Carolina",8.3,82.0,4.4,0.3,0.7,4.0
0500000US37061,"Duplin County, North Carolina",23.3,50.2,22.1,0.1,0.6,3.6
0500000US37063,"Durham County, North Carolina",15.8,41.7,31.8,0.2,5.4,4.5
0500000US37065,"Edgecombe County, North Carolina",6.2,34.9,55.5,0.3,0.2,2.5
0500000US37067,"Forsyth County, North Carolina",15.1,53.5,24.6,0.1,2.3,3.8
0500000US37069,"Franklin County, North Carolina",11.2,60.7,22.5,0.1,1.1,4.1
0500000US37071,"Gaston County, North Carolina",9.9,66.4,17.1,0.1,1.6,4.2
0500000US37073,"Gates County, North Carolina",2.2,63.2,31.0,0.5,0.0,3.1
0500000US37075,"Graham County, North Carolina",3.0,84.9,0.4,9.6,0.7,1.1
0500000US37077,"Granville County, North Carolina",11.1,55.4,28.8,0.2,0.4,3.3
0500000US37079,"Greene County, North Carolina",15.5,45.5,31.5,0.8,0.0,6.5
0500000US37081,"Guilford County, North Carolina",10.1,46.0,33.5,0.1,5.4,4.3
0500000US37083,"Halifax County, North Carolina",3.4,36.7,51.5,2.8,0.9,4.5
0500000US37085,"Harnett County, North Carolina",15.1,58.2,19.8,0.6,0.9,4.6
0500000US37087,"Haywood County, North Carolina",5.0,90.4,0.9,0.4,0.4,2.7
0500000US37089,"Henderson County, North Carolina",13.1,79.5,2.6,0.2,1.1,2.7
0500000US37091,"Hertford County, North Carolina",6.4,32.2,55.6,0.8,1.1,3.6
0500000US37093,"Hoke County, North Carolina",15.6,36.0,32.1,6.6,1.5,7.2
0500000US37095,"Hyde County, North Carolina",10.1,57.7,24.2,1.5,0.0,6.5
0500000US37097,"Iredell County, North Carolina",9.3,72.7,11.1,0.1,2.4,3.7
0500000US37099,"Jackson County, North Carolina",8.0,78.4,2.1,6.4,1.0,3.5
0500000US37101,"Johnston County, North Carolina",16.8,61.4,16.7,0.2,0.8,3.5
0500000US37103,"Jones County, North Carolina",5.1,63.1,26.6,0.5,1.2,3.6
0500000US37105,"Lee County, North Carolina",21.7,55.8,17.2,0.0,0.9,4.3
0500000US37107,"Lenoir County, North Carolina",8.8,47.3,39.2,0.1,0.7,3.6
0500000US37109,"Lincoln County, North Carolina",8.1,82.0,5.9,0.1,0.8,2.9
0500000US37111,"McDowell County, North Carolina",7.1,85.6,3.8,0.3,1.1,2.0
0500000US37113,"Macon County, North Carolina",10.0,85.2,1.4,0.2,0.6,2.4
0500000US37115,"Madison County, North Carolina",3.6,91.2,1.1,0.1,0.5,2.7
0500000US37117,"Martin County, North Carolina",4.4,51.2,40.1,0.1,0.6,3.4
0500000US37119,"Mecklenburg County, North Carolina",16.0,43.2,29.7,0.1,6.3,4.1
0500000US37121,"Mitchell County, North Carolina",5.6,91.0,0.9,0.3,0.5,1.6
0500000US37123,"Montgomery County, North Carolina",15.8,62.7,16.0,0.5,1.5,3.2
0500000US37125,"Moore County, North Carolina",7.8,75.7,8.9,0.4,1.2,5.4
0500000US37127,"Nash County, North Carolina",8.2,46.3,40.1,0.5,1.0,3.4
0500000US37129,"New Hanover County, North Carolina",7.9,74.7,10.7,0.1,1.4,4.6
0500000US37131,"Northampton County, North Carolina",2.4,39.0,54.4,0.2,0.0,3.5
0500000US37133,"Onslow County, North Carolina",14.0,64.0,11.5,0.5,1.8,7.4
0500000US37135,"Orange County, North Carolina",10.6,66.2,10.1,0.2,7.8,4.5
0500000US37137,"Pamlico County, North Carolina",4.8,73.4,16.1,0.2,0.6,4.6
0500000US37139,"Pasquotank County, North Carolina",6.0,53.8,34.2,0.2,1.4,3.7
0500000US37141,"Pender County, North Carolina",8.8,74.0,12.1,0.2,0.7,3.7
0500000US37143,"Perquimans County, North Carolina",3.2,70.3,21.3,0.0,0.4,4.7
0500000US37145,"Person County, North Carolina",6.3,64.2,25.8,0.1,0.1,3.2
0500000US37147,"Pitt County, North Carolina",7.9,51.9,34.7,0.1,2.0,3.1
0500000US37149,"Polk County, North Carolina",5.6,86.6,4.4,0.1,0.8,2.1
0500000US37151,"Randolph County, North Carolina",14.0,75.0,6.0,0.1,1.3,3.3
0500000US37153,"Richmond County, North Carolina",7.8,54.7,31.2,2.0,1.0,2.8
0500000US37155,"Robeson County, North Carolina",10.9,23.3,23.2,38.4,0.8,3.2
0500000US37157,"Rockingham County, North Carolina",7.2,69.9,17.3,0.1,0.3,4.3
0500000US37159,"Rowan County, North Carolina",11.9,67.8,15.5,0.1,0.8,3.7
0500000US37161,"Rutherford County, North Carolina",5.7,80.8,7.7,0.1,0.5,4.4
0500000US37163,"Sampson County, North Carolina",22.0,49.2,24.0,1.6,0.4,2.3
0500000US37165,"Scotland County, North Carolina",4.0,40.1,37.0,11.5,1.3,5.2
0500000US37167,"Stanly County, North Carolina",5.7,78.0,11.2,0.0,1.9,2.8
0500000US37169,"Stokes County, North Carolina",3.8,89.0,3.7,0.2,0.1,2.9
0500000US37171,"Surry County, North Carolina",12.5,81.1,3.6,0.0,0.7,1.8
0500000US37173,"Swain County, North Carolina",5.5,59.2,2.6,27.3,0.5,5.0
0500000US37175,"Transylvania County, North Carolina",5.2,87.6,3.6,0.2,0.7,2.3
0500000US37177,"Tyrrell County, North Carolina",7.7,57.1,32.6,0.1,0.0,2.2
0500000US37179,"Union County, North Carolina",13.4,66.8,10.9,0.1,4.5,3.8
0500000US37181,"Vance County, North Carolina",9.5,37.2,47.3,1.1,0.7,4.2
0500000US37183,"Wake County, North Carolina",11.6,56.2,18.5,0.2,8.5,4.4
0500000US37185,"Warren County, North Carolina",4.7,37.8,47.3,4.8,0.1,4.6
0500000US37187,"Washington County, North Carolina",4.0,44.5,47.7,0.1,0.0,3.7
0500000US37189,"Watauga County, North Carolina",6.2,88.5,1.6,0.1,0.9,2.7
0500000US37191,"Wayne County, North Carolina",13.7,50.2,29.6,0.1,1.2,4.9
0500000US37193,"Wilkes County, North Carolina",7.5,85.7,3.6,0.2,0.6,2.4
0500000US37195,"Wilson County, North Carolina",12.4,44.3,38.6,0.2,1.1,2.8
